Fecha;Temperatura_Abrigo_150cm;Humedad_Media;Presion_Media;Radiacion_Global
2024-10-15 00:00:00.0;20.325;80;1015.727;17.85696
2024-10-16 00:00:00.0;19.04792;78;1014.523;20.2488
2024-10-17 00:00:00.0;19.84792;81;1014.75;11.49054
2024-10-18 00:00:00.0;20.41736;70;1016.363;20.45508
2024-10-19 00:00:00.0;21.90278;70;1012.797;20.9736
2024-10-20 00:00:00.0;24.12361;65;1008.263;21.01201
2024-10-21 00:00:00.0;27.11736;70;1010.738;16.84938
2024-10-22 00:00:00.0;24.25972;65;1014.634;18.33354
2024-10-23 00:00:00.0;20.8;91;1005.839;2.9784
2024-10-24 00:00:00.0;17.79236;99;999.4025;1.3977
2024-10-25 00:00:00.0;14.82847;88;1006.768;12.76794
2024-10-26 00:00:00.0;15.00417;69;1015.816;22.15974
2024-10-27 00:00:00.0;18.98958;69;1017.368;21.83832
2024-10-28 00:00:00.0;21.41459;68;1015.308;22.40202
2024-10-29 00:00:00.0;23.51667;65;1015.387;22.43027
2024-10-30 00:00:00.0;24.60555;62;1014.166;22.79796
2024-10-31 00:00:00.0;24.34584;74;1010.335;22.64472
2024-11-01 00:00:00.0;25.15416;75;1005.055;19.33542
2024-11-02 00:00:00.0;22.4257;84;1010.382;7.081859
2024-11-03 00:00:00.0;19.46042;79;1014.669;23.12874
2024-11-04 00:00:00.0;19.47639;96;1011.462;1.8918
2024-11-05 00:00:00.0;18.45833;62;1018.26;24.29736
2024-11-06 00:00:00.0;21.31944;57;1014.067;23.84093
2024-11-07 00:00:00.0;20.27014;72;1016.669;18.31674
2024-11-08 00:00:00.0;19.32986;69;1015.902;22.83858
2024-11-09 00:00:00.0;22.125;66;1012.435;24.27792
2024-11-10 00:00:00.0;22.80764;70;1008.859;20.13042
2024-11-11 00:00:00.0;17.43889;66;1011.574;19.8723
2024-11-12 00:00:00.0;17.0007;64;1012.103;23.05788
2024-11-13 00:00:00.0;19.64513;59;1011.368;24.6714
2024-11-14 00:00:00.0;22.6493;57;1011.986;24.67608
2024-11-15 00:00:00.0;25.16598;55;1008.783;24.66096
2024-11-16 00:00:00.0;27.49723;58;1008.331;22.2348
2024-11-17 00:00:00.0;18.3007;93;1013.718;2.517001
2024-11-18 00:00:00.0;18.01389;74;1017.934;24.76404
2024-11-19 00:00:00.0;18.56875;70;1017.196;17.47272
2024-11-20 00:00:00.0;22.11597;64;1017.556;25.68576
2024-11-21 00:00:00.0;22.25694;64;1018.951;22.8594
2024-11-22 00:00:00.0;22.65347;69;1017.647;24.02076
2024-11-23 00:00:00.0;23.45972;69;1014.675;23.7945
